FoodLicID,COMMENTS,LOCATIONCOMMENTS,LicenseFK,LicenseID
588,NONE,IN ONE ROOM ON FIRST FLOOR USED FOR DINING WITH KITCHEN IN REAR  ONE DINING ROOM IN BASEMENT WITH STORAGE.,7657,LB-99719
589,11:30 P.M. closing Sunday-Wednesday; 12:30 A.M. closing on Thursday  Friday and Saturday.,On the first floor  in three rooms: Main dining room  additional dining area with full-service bar and supplemental private dining area.  Kitchen and storage located in rear; bathrooms  office and additional storage located in basement.,7658,LB-101570
590,NONE,IN ONE ROOM WITH KITCHEN AND STORAGE ON FIRST FLOOR.( 14 POOL TABLES ),7659,LB-99758
591,NONE,In one room on ground floor; entrance on Washington and exits to Beach Street and building common area; kitchen and storage in the rear.,7660,LB-124751
592,1) 6:00 A.M. opening hour for the service of food only. 2)3:00 A.M. closing hour for the service of food only. PATIO CONDITIONS: 1) Alcoholic beverages to be served only in conjunction with meals; and2) to be staffed at all times.,ONE ROOM FIRST FLOOR.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL - OCTOBER FOR 16 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,7661,LB-99512
593,1.) NO BAR  2.) ALCOHOL ONLY IN CONJUNCTION WITH FOOD.,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN  STORAGE AND OFFICE IN REAR.,7662,LB-99492
594,NONE,APPROXIMATELY 2 295 SQUARE FEET. DINING ROOM  BAR  AND BATHROOMS ON FIRST FLOOR.  KITCHEN  PREP  AND STORAGE ON GARDEN LEVEL.  PRIVATE SEASONAL PATIO AREA OUTSIDE OF FIRST FLOOR WITH 24 SEATS  WITH A MIDNIGHT CLOSING.,7663,LB-99780
595,NONE,APPROXIMATELY 800 SQUARE FEET OF SPACE LOCATED ON FIRST FLOOR OF PREMISES WHICH INCLUDES KITCHEN  9 TABLES & 18 SEATS.  ALL ENTRANCE AND EXITS ARE LOCATED ON HANOVER STREET.  CLOSING HOUR SUNDAY-THURSDAY 11:00 AM-11:00 PM.  FRIDAY-SATURDAY 11:00-MIDNIGHT.,7664,LB-99686
596,NONE,In one (1) room on ground floor with kitchen in rear; main entrance on Centre Street and emergency exit at rear; basement for stock office and preparation; and also including seasonal outdoor patio seating ( April-October) on side of the building with eighteen (18) seats (on private property) with p,7665,LB-154679
597,NONE,TERMINAL E LOGAN INT'L AIRPORT  EAST BOSTON  MA. 02128. UNIT BA-A23 INCLUDING 1600 SQUARE FEET LOCATED WITHIN TERMINAL B  LOGAN INT'L AIRPORT.,7666,LB-99472
598,NONE,NONE,7667,LB-99469
599,1. Entertainment must end at 1:00 A.M. 2. Doorman outside whenever people outside.  PATIO CONDITIONS: A.) 11:00 P.M. CLOSING  B.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH MEALS.  C.) PATIO TO BE STAFFED AT ALL TIMES. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,ENTRANCE FROM LOBBY; SIDE ENTRANCE FROM ALLEY FOR STOCK; IN TWO ROOMS AND KITCHEN ON FIRST FLOOR; TWO STOCK ROOMS IN BASEMENT; AND OUTDOOR SEASONAL PATIO ON DPW LAND FROM APRIL THROUGH OCTOBER FOR 10 PATRONS.  CAPACITY: 12 @ BAR STOOLS; 146 @ TABLES & CHAIRS; 85 STANDING.,7668,LB-99029
600,11:00 A.M. OPENING ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7669,LB-101629
601,NONE,Rear entrance from alley for stock; In one room and kitchen first floor; cellar for stock.,7670,LB-99149
602,NONE,IN ONE ROOM ON THE GROUND FLOOR  KITCHEN AREA IN THE REAR  STORAGE IN THE BASEMENT.,7671,LB-99835
603,Air conditioner to be turned off by 10 pm.,@104 SALEM STREET: IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR  AND CELLAR FOR STOCK.  CAPACITY BREAKDOWN: 1ST FL - 48; 2ND FL - 30.,7672,LB-99710
604,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,TWO ROOMS  KITCHEN AND STORAGE AREA ON THE FIRST FLOOR AND MEZZANINE.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 12 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 1ST FL - 156  2ND FL - 44.,7673,LB-99332
605,1) NO BAR. 2) ALCOHOL WITH FOOD ONLY.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN  IN ONE ROOM ON THE SECOND FLOOR WITH KITCHEN; STORAGE IN THE BASEMENT AND DELIVERY ENTRANCE ON BACK OF BUILDING.  Capactiy breakdown: 1st fl - 28; 2nd fl - 50.,7674,LB-99644
606,Alcohol on the patio can only beservedin conjunction with meals.,Four rooms on the first floor including kitchen and storage area. Two rooms on second floor including two bathrooms  employee room  bathrooms and pantry. In the entire third floor including kitchen and storage area.  Includes seasonal outdoor patio in front of Premises for,7675,LB-98964
607,ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 10:00 A.M.,IN SPACE #26 WITH OPEN STORE FRONTS ON CONCOURSE ON THE UPPER LEVEL; KITCHEN AND STORAGE IN THEN REAR.,7676,LB-98881
608,11:00 A.M. to 11:00 P.M,140 CLARENDON STREET; ON THE SECOND FLOOR THEATRE AND LOBBY.,7677,LB-101595
609,,Two emergency exits leading to alleyway; in one room  kitchen and exterior deck on the first floor; closet area for stock.,7678,LB-98895
610,NONE,In whole of said building (two floors).,7679,LB-98810
611,,Rear entrance for stock - two rooms and kitchen first floor cellar for stock.,7680,LB-99233
612,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  2.) 11:00 P.M. CLOSING HOUR  3.) TO BE STAFFED AT ALL TIMES. A.) FOOD SERVICE TO BEGIN AT 8:00 A.M. FOR AN EARLY MORNING MENU BOTH INSIDE THE RESTAURANT AND ON THE PATIO. B.)PERMISSION TO SERVE ALCOHOL AT 10:00 A.M. ON SUNDAYS.,WITH ENTRANCE EMERGENCY EXITS  IN ONE ROOM  WAITING AREA KITCHEN ON FIRST FLOOR  SUB-BASEMENT FOR STOCK; CLAM BAR AND DEL. DOOR FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M.  Inside capacity brea,7681,LB-99338
613,ARMED SECURITY OUTSIDE OF PREMISES THURSDAY - SUNDAY 10 PM THROUGH CLOSING.,Three emergency exits; in two rooms and kitchen on the first floor; cellar for stock.  Capacity breakdown: 208 standing  52 seating.,7682,LB-99207
614,,Entrance to the basement from the ground floor dining area via stairs  emergency exit from basement to exit corridor and exit stairs to Stuart Street  emergency exit from ground floor to Church Street and Columbus Avenue  kitchen and stockroom on ground floor  banquet and kitchen in basement  and to,7683,LB-99001
615,1. Malt  Wines and Liqueursto be served only in conjunction with meals. 2. No bar. 3. No exterior signs adv beer and wine.,701 Centre Street; in one room on the first floor with kitchen; also storage and kitchen in basement.,7684,LB-99569
616,NONE,THE BUILDING SHARES A COMMON WALL BOTH TO THE RIGHT AND LEFT.  RESTAURANT IS LOCATED IN A ONE-STORY BUILDING.  FIRST FLOOR AT CURB LEVEL CONSISTS OF DINING AREA  BATHROOM  AND KITCHEN.  WITH FULL BASEMENT THAT WILL BE USED FOR STORAGE  FOOD PREP AND OFFICE SPACE.  ONE ENTRANCE ON CENTRE STREET.,7685,LB-99678
617,NONE,TWO EXITS AND ENTRANCE FROM NORTH AND SOUTH MARKET STREETS; IN ONE ROOM AND KITCHEN AREA IN BASEMENT WITH ENLARGED SEASONAL PATIO ABUTTING THERETO ON SOUTH MARKET STREET.  AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL PATIO ONTO NORTH MARKET STREET WITH A CLOSING HOUR OF 1:00 A.M.,7686,LB-99070
618,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) FOLDING DOOR-STYLE WINDOWS TO BE CLOSED AT 11:00 P.M.  3.) LICENSEE AGREES HE WILL NOT SEEK AN EXTENSION OF HOURS  4.) LICENSEE AGREES HE WILL NOT SEEK AN ALL-ALCOHOLIC BEVERAGE LICENSE  5.) LICENSEE AGREES HE WILL NOT SEEK A LIVE ENTERTAINMENT LICENSE.,IN TWO ROOMS  KITCHEN AND STORAGE ON FIRST FLOOR AND IN ONE DINING ROOM AND STORAGE IN BASEMENT.,7687,LB-99742
619,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7688,LB-101625
620,VALET PARKING PROVIDED AND 10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,At Long Wharf  at the intersection of State Street and Atlantic Avenue on BRA Disposition Parcels A-6 and A-7.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7689,LB-101637
621,NONE,TWO ROOMS ON THE FIRST FLOOR  KITCHEN AND STORAGE IN REAR ROTUNDA AND EAST FOYER BALCONY ON FIRST FLOOR  ROTUNDA BALCONY ON SECOND FLOOR; AND OBSERVATION DECK ON 25TH FLR.,7690,LB-99414
622,NONE,IN TWO FLOORS  ONE ROOM ON GROUND LEVEL AND ONE ROOM ON LOWER LEVEL WITH STORAGE; ENTRANCE AND EMERGENCY EXIT IN FRONT OF GROUND LEVEL.  Capacity breakdown: lower level - 35 @ bar stools  12 standing; ground fl - 8 @ bar stools  7 standing  34 @ tables and chairs.,7691,LB-98840
623,NONE,RETAIL SPACE LOCATED WITHIN THE WESTIN BOSTON COPLEY PLACE HOTEL ON THE LOBBY FLOOR OF THE HOTEL.  IN ONE ROOM  EATING BAR AND DINING TABLES WITH SEMI-OPEN KITCHEN.,7692,LB-99617
624,CLOSING HOUR: SUNDAY - THURSDAY 10:00 P.M.  FRIDAY AND SATURDAY 10:30 P.M.  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD.,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7693,LB-99788
625,,In whole of said building; lst  2nd  and 3rd fls; kitchens on lst & 3rd fls; two stationary concession & bar stands of lst fl; two stationary concessions & bar stands on 3rd fl; basement for stock; 2:oo A.M. Restriction.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORIT,7694,LB-99255
626,A.) ALCOHOL SERVICE ONLY WITH CONVENTION EVENT.,IN WHOLE OF SAID BUILDING.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORITY & LEVY PREMIUM FOOD SERVICE LIMITED PARTNERSHIP.,7695,LB-99437
627,1) IN SEAT SERVICE OF ALL ALCOHOL ALLOWED DURING CELTICS GAMES IN CELTICS COURTSIDE CLUB SEATS ONLY. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,Sports arena with permanent and portable stands located on levels 3-9; preferred seating on level 5; suites on level 5  6  and 9; one or more rooms  service and storage areas at west end of level 2;  restaurant at east end of levels 5 and 6 with kitchen  service and storage areas; bar at east end,7696,LB-98975
628,NONE,(TD BANKNORTH GARDEN); One or more rooms  service and storage areas  and kitchen at west end of level three.,7697,LB-99331
629,NONE,RESTAURANT  BAR  KITCHEN  STORAGE & SEATING AREAS OCCUPYING APPROX. 1500 SQUARE FEET ON EASTERLY SIDE OF NORTH STATION CONCOURSE.,7698,LB-98974
630,1) No Bar. 2) Alcoholic beverages served only in conjunction with meals.,In one room with kitchen on first floor  one room in basement ,7699,LB-99361
631,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,ONE LARGE ROOM ON THE FIRST FLOOR; APPROX. 3500 SQUARE FEET.  KITCHEN  OFFICE  STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 24 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 23 @ BAR STOOLS  28 @ TABLES & CHAIR,7700,LB-99102
632,1.Alcohol served with food only. 2. Alcohol with food only on patio. 3. 10:00 P.M. closing hour on patio.,Three rooms  kitchen and three stock rooms in basement  and to include an outdoor sidewalk cafe at 912-914a Beacon Street  with a seating capacity of thirty-four (34) .,7701,LB-99335
633,,Rear entrance to cellar from yard for stock; in one room and kitchen on first floor; cellar for stock.,7702,LB-99214
634,NONE,Rear entrance from yard; bulkhead entrance for stock; in one room on first floor; rear room on first floor and cellar for stock.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN MCCARTHY'S  INC. OF BOSTON AND P.T. O'SULLIVAN.,7703,LB-98938
635,NONE,MAIN ENTRANCE ON GROUND FLOOR IN TWO ROOMS FOR DINING  ONE WITH BAR  AND KITCHEN; WITH SEASONAL OUTDOOR PATIO.  ON SECOND FLOOR IN TWO ROOMS FOR DINING  SERVICE BAR; IN BASEMENT IN ONE ROOM FOR DINING  AND KITCHEN STORAGE AND OFFICE.  Capacity breakdown: basement - 67; ground fl - 117; 2nd fl - 112.,7704,LB-99402
636,NEIGHBORHOOD RESTRICTED/NON-REFUNDABLE LICENSE.,Hotel in whole of said building which is approximately 102  556 square feet. New construction of a Five Story Hotel with 178 guest rooms.,7705,LB-139777
637,6:00 A.M. to 8:00 A.M. (Monday thru Saturday for the service of food Only). 8:00 A.M. to 1:00 A.M. (full service). Patio to close at 11:00 P.M.,Bulkhead entrance to cellar on Joiner Street for stock; emergency exit to Joiner St; in two rooms and kitchen on first floor; cellar for stock.(Enlarging kitchen) and secondly  to include an outside patio with a capacity of 40.,7706,LB-99189
638,NONE,This premises is a 1300 square foot restaurant at 506 Park Drive.  The premises seats 38 patrons and is equipped with two handicapped accessible restrooms.  The space is one of four commercial units in a 7400 square foot masonry building that is 1 story high.,7707,LB-139202
639,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN FOUR ROOMS ON STREET LEVEL WITH KITCHEN; BASEMENT FOR STORAGE.,7708,LB-99434
640,NONE,3 538-3 764 square feet of leased space at 22 Liberty Drive  Boston. One floor with 2 public entrances and exits  1 staff/ vendor entrance and exit  open dining area with bar plus kitchen  office  three restrooms and patio area. Patio area is for seasonal private use from May to November between the,7709,LB-99169
641,1.) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,7710,LB-99806
642,OPERATING HOURS OF OUTDOOR SEASONAL PATIO ARE 11:00 AM - 11:00 PM.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE ON THE FIRST FLOOR.  INCLUDES AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 14 PERSONS.,7711,LB-99822
643,Patio closing hour: 10:00 P.M.,Rear entrance and bulkhead entrance to cellar for stock. In two rooms and kitchen on first floor; cellar for stock. Includes an outdoor seasonal patio on the rear of the premises.,7712,LB-99095
644,,In one room and kitchen on first floor basement for stock.,7713,LB-99362
645,N/A,A restaurant consisting of 1 133 square feet located in Space 35  Terminal C of Logan International Airport. With 3 entrances and exits  and kitchen and storage in the rear.,7714,LB-124312
646,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11AM TO NOON.,In two rooms and kitchen on the first floor; one room on the second floor; cellar for stock with a seasonal dining area on the outside deck.  CAPACITY BREAKDOWN: 1st floor maximum capacity 100.  2nd floor maximum capacity 140.,7715,LB-98902
647,OUTDOOR SEASONAL PATIO HOURS OF OPERATION 11:00 A.M. - 11:00 P.M.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND ONE ROOM ON THE SECOND FLOOR; BASEMENT FOR STORAGE.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM MARCH THROUGH NOVEMBER.,7716,LB-99643
648,NONE,RESTAURANT ON FIRST FLOOR OF BUILDING CONSISTING OF APPROXIMATELY 2 680 SQ/FT WITH A BAR  SEATING AREA  KITCHEN  BATHROOMS AND STORAGE; TWO MEANS OF EGRESS; OUTDOOR SEASONAL PATIO SEATING.  10PM CLOSING.,7717,LB-99765
649,clbal0047 No Transfer of ownership  Ch 1161  Acts of l973  License originally issued 1975,Unnumbered side entrance on Wigglesworth Street; In whole of said building.  CAPACITY BREAKDOWN: MEMBERS' LOUNGE - 90; ASSEMBLY HALL - 126.,7718,LB-98835
650,NONE,IN WHOLE OF SAID BUILDING.  ( SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE  PREMISES. ),7719,LB-101675
651,NONE,IN THREE (3) ROOMS ON FIRST FLOOR WITH MEZZANINE  KITCHEN OFFICE AND STORAGE IN BASEMENT.,7720,LB-99206
652,,Rear entrance for stock; in two rooms and kitchen on first floor; cellar for stock.,7721,LB-99176
653,,Rear entrance at 340 Bennington St; in three rooms and kitchen on first floor; and cellar for stock.,7722,LB-98988
654,NONE,ONE ROOM ON THE FIRST FLOOR  STORAGE AND KITCHEN IN THE REAR; ONE ROOM IN THE BASEMENT.  Capacity breakdown: 1st fl - 80; basement - 40. KITCHEN IN BASEMENT.,7723,LB-99731
655,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,IN ONE ROOM AND KITCHEN ON FIRST FLOOR WITH STORAGE IN BASEMENT.  REAR EXIT TO RICHMOND STREET.,7724,LB-99720
656,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH FOOD ONLY.,IN ONE RROM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7725,LB-99624
657,Go to document #00010L on reverse side,Rear exit to alley; in two rooms and kitchen on first floor; cellar for stock.  149A CHARLES STREET  BOSTON  MA  02114,7726,LB-101581
658,NONE,IN TWO ROOMS ON FIRST FLOOR; 1 ROOM; OFFICE AND STOCKROOM IN BASEMENT.,7727,LB-101579
659,1) WINES  MALTAND LIQUEUR BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR. 3) CLOSING HOUR ONFRIDAY-SUNDAY IS MIDNIGHT ANDMONDAY-THURSDAY IS 11:00 P.M.,AT 67-69 PRINCE STREET IN TWO ROOMS WITH KITCHEN ON FIRST FLOOR  PREP KITCHEN AND STORAGE IN BASEMENT.,7728,LB-99828
660,(1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS AT BAR AND TABLES. (2) NO MORE THAN 8 SEATS AT THE BAR. (3) CLOSING HOUR THURSDAYS  FRIDAYS  SATURDAYS IS12:30 A.M. WITH ALL PATRONS OFF PREMISES BY 1:00 A.M. ANDACCORDIAN WINDOWS TO BE CLOSED BY MIDNIGHT.,TWO ROOMS ON FIRST FLOOR; KITCHEN IN REAR  STORAGE IN  BASEMENT.,7729,LB-99489
661,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,In one room on the ground floor  with kitchen  seasonal outdoor patio on sidewalk in front of premises - storage in rear emergency exit in alley in rear.,7730,LB-99588
662,NONE,IN ONE ROOM ON GROUND FLOOR WITH KITCHEN AND STORAGE IN REAR; MAIN ENTRANCE ON HUNTINGTON AVENUE.,7731,LB-99869
663,9:00 P.M. CLOSING ON PATIO.,REAR ENTRANCE FROM ALLEY OFF HARVARD AVENUE FOR STOCK & EMERGENCY EXIT FROM BASEMENT TO YARD; IN TWO ROOMS  COCKTAIL LOUNGE  AND KITCHEN ON FIRST FLOOR  BASEMENT FOR STOCK & TO INCLUDE AN OUTSIDE PATIO ON PRIVATE PROPERTY FOR 42 PATRONS BETWEEN THE HOURS OF 11:00 A.M.- 9:00 P.M,7732,LB-99010
664,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY.  CAPACITY: 65 SEATING  11 STANDING.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR  STORAGE IN THE BASEMENT.,7733,LB-99629
665,NONE,IN ONE ROOM ON GROUND FLOOR WITH KITCHEN AND RESTROOMS IN REAR; STORAGE IN BASEMENT; AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT. 82 SEATED  38 STANDING.,7734,LB-99075
666,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2.) MUST BE STAFFED AT ALL TIMES,IN ONE ROOM & KITCHEN ON THE 1ST FLOOR WITH ENTRANCES & EXITS TO LOBBY & BOTH SEAPORT BLVD & SEAPORT LANE; BASEMENT FOR STORAGE  WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 54 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,7735,LB-99445
667,PATIO CONDITIONS:  1.) 50 SEATS  2.) 11:00 P.M. CLOSING HOUR  3.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  4.) MUST BE STAFFED AT ALL TIMES.,Unnumbered side and front entrances for summer garden and stock - In two rooms and kitchen first floor - storage and one room in cellar used for dining and to include an outdoor seasonal patio from April through October on private property.,7736,LB-99356
668,NONE,One (1) entrance and Two (2) exits on the first floor. One (1) entrance and One (1) exit on the basement floor. Seating capacity first floor: 128 and basement: 90.,7737,LB-142546
669,,Rear emergency exit; in one room  balcony and kitchen first floor; cellar for stock.  CAPACITY BREAKDOWN: MEZZANINE - 80; 1ST FL - 70.,7738,LB-99199
670,Bar-19 Pers  tables  chairs-93 pers  standing-5 pers.,2100 square feet  in two rooms  kitchen and storage on the first floor.  One (1) main entrance/exit and three (3) additional exits in rear.  Pursuant to authority contained in Chapter 481 of the Acts of 1994.,7739,LB-99563
671,A.) 11:00 P.M. CLOSING,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,7740,LB-99776
672,Open - 11:00 A.M. on Sundays.,IN WHOLE OF SAID BUILDING.  (SEE INSPECTION CERTIFICATE FOR MORE INFORMATION ON THE CAPACITY) AND TO INCLUDE 230 000 SQUARE FT ADDITION TO EXISTING STRUCTURE.,7741,LB-99104
673,,The entire building located within the City of Boston.,7742,LB-98934
674,1.) NO NEW PATRONS ADMITTED AFTER 1:30 A.M.,In three rooms with dining and kitchen on the first floor  which is bi-level; in one room for patron/public use  storage  bar  and bathroom facilities in basement.  An office is also located in the basement.,7743,LB-99310
675,Food service only until 3:00 A.M. all patrons out by 3:30 A.M.,IN ONE ROOM ON FIRST FLOOR; IN THREE ROOMS AND KITCHEN AND STORAGE ON SECOND AND THIRD FLOORS. CAPACITY 395- 2ND FLOOR  290- 3RD FLOOR.  9 TYLER STREET  BOSTON  MA  02111. Capacity breakdown: 47 persons first floor  355 persons second floor and 290 persons third floor.,7744,LB-99261
676,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY,IN ONE ROOM WITH DINING ROOM AND KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.,7745,LB-99842
677,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,1799 COMMONWEALTH AVENUE; IN ONE ROOM ON THE 1ST FLOOR WITH KITCHEN; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC PROPERTY FOR 10 PATRONS FROM MAY 1ST - NOVEMBER 1ST BETWEEN THE HOURS OF 11:00 AM - 11:00 PM,7746,LB-99557
678,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.1 POOL TABLE.,In one room and kitchen on the first floor; one room and kitchen on the second floor; cellar for stock.,7747,LB-139871
679,NONE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN REAR  STORAGE IN BASEMENT .,7748,LB-143862
680,NONE,Airport Business & First Class Premier Lounge. (Air France lounge at Logan Airport Terminal E),7749,LB-146400
681,(Special Legislation),Thompson Island  Boston Harbor  Boston  MA. The Waterfront Pavillion is an open-air seasonal wooden pavillion with multiple openings around the perimeter of the building leading to outdoor decks and surrounding grounds. Included in the surrounding grounds ara two temporary tent structures.,7750,LB-148028
682,NONE,2100 sf ground level retail space  with basement storage. Public entrance from sidewalk  restroom on grade  entrance to the kitchen in rear for service and emergency exit on warren street. The existing premises includes 12 table and 44 seats. The space is completely vacant and will be built out as p,7751,LB-143515
683,NONE,1st floor unit to be licensed  1 main room with bar in front  kitchen & dinning room in middle  1 entrance  2 exits  3 bathrooms in rear (1233 sq ft)  basement for storage and food prep (1163 sq ft)  Total Sq Ft =2396.,7752,LB-138888
684,NONE,Dining room in the front kitchen and bathroom in the rear of the building.  Front exit on Washington Street.  Back exit on the rear of the building.,7753,LB-119003
685,1.)Alcoholic Beverages to be served only in conjunction with meals.,In one large room on first floor with kitchen on the left and storage in the basement. 2 exits: 1 in front and 1 in back.,7754,LB-129675
686,NONE,A COMMERCIAL CLUB DESIGNATION UNDER CMR 204-2.15 (1). APPROXIMATELY 9070 SF CLUB IN TERMINAL B OF LOGAN AIRPORT INCLUDING BAR  LOUNGE  CAFE  CONFERENCE BUSINESS CENTERS AND STORAGE.,7755,LB-126649
687,1.) MALT WINE AND LIQUEUR BEVERAGES TO BE SERVED IN CONJUNCTION WITH MEALS ONLY. 2.) NO BAR,IN ONE ROOM WITH KITCHEN AND ONE ROOM FOR STORAGE ON THE BASEMENT LEVEL.,7756,LB-99751
688,CLOSING HOUR: SUNDAY - WEDNESDAY: MIDNIGHT CLOSING  THURSDAY/FRIDAY/SATURDAY: 1:00 A.M. CLOSING PATIO TO CLOSE AT 11:00 P.M.,FIRST FLOOR IN TWO ROOMS FOR DINING AND OPEN KITCHEN  STORAGE IN THE REAR WITH TWO ENTRANCES AND EXITS FROM FIRST AVENUE; WITH A SEASONAL OUTDOOR PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 32 PATRONS.,7757,LB-99791
689,,In one room and kitchen on first floor; basement for stock and storage prep area.,7758,LB-99541
690,1. Alcohol to be served with food on patio. 2. Patio Staffed during hours of operation between the hours 5:00 P.M.- Midnight.,A restaurant consisting of 3 830 sq. feet located on the first floor with kitchen and storage in the rear.  With a seasonal outdoor patio located on public property with seating for 34 patrons,7759,LB-99393
